route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
6672,TL,210,Mountain Hwy Express,,3,https://translink.ca/schedules-and-maps/route/210/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=210,,
6673,TL,211,Seymour/Phibbs Exchange/Burrard Station,,3,https://translink.ca/schedules-and-maps/route/211/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=211,,
6674,TL,212,Dollarton Hwy,,3,https://translink.ca/schedules-and-maps/route/212/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=212,,
6675,TL,214,Blueridge/Phibbs Exchange/Burrard Station,,3,https://translink.ca/schedules-and-maps/route/214/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=214,,
6676,TL,228,Grand Blvd,,3,https://translink.ca/schedules-and-maps/route/228/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=228,,
6677,TL,229,Lonsdale Ave,,3,https://translink.ca/schedules-and-maps/route/229/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=229,,
6678,TL,230,Lonsdale Ave,,3,https://translink.ca/schedules-and-maps/route/230/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=230,,
6679,TL,232,Grouse Mountain/Phibbs Exchange,,3,https://translink.ca/schedules-and-maps/route/232/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=232,,
6680,TL,236,Grouse Mountain/Lonsdale Quay,,3,https://translink.ca/schedules-and-maps/route/236/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=236,,
6682,TL,240,Lynn Valley/Downtown,,3,https://translink.ca/schedules-and-maps/route/240/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=240,,
6683,TL,241,Upper Lonsdale/Downtown,,3,https://translink.ca/schedules-and-maps/route/241/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=241,,
6685,TL,246,Highland/Downtown,,3,https://translink.ca/schedules-and-maps/route/246/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=246,,
6686,TL,247,Grouse Mountain/Downtown,,3,https://translink.ca/schedules-and-maps/route/247/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=247,,
6687,TL,250,Horseshoe Bay/Dundarave/Vancouver,,3,https://translink.ca/schedules-and-maps/route/250/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=250,,
6688,TL,251,Queens/Park Royal,,3,https://translink.ca/schedules-and-maps/route/251/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=251,,
6689,TL,252,Inglewood/Park Royal,,3,https://translink.ca/schedules-and-maps/route/252/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=252,,
6690,TL,253,Caulfeild/Vancouver/Park Royal,,3,https://translink.ca/schedules-and-maps/route/253/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=253,,
6691,TL,254,British Properties/Park Royal/Van,,3,https://translink.ca/schedules-and-maps/route/254/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=254,,
6692,TL,255,Dundarave/Capilano University,,3,https://translink.ca/schedules-and-maps/route/255/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=255,,
6693,TL,257,Horseshoe Bay/Vancouver Express,,3,https://translink.ca/schedules-and-maps/route/257/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=257,,
6698,TL,301,Newton Exchange/Brighouse Station Express,,3,https://translink.ca/schedules-and-maps/route/301/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=301,,
6699,TL,311,Scottsdale/Bridgeport Station,,3,https://translink.ca/schedules-and-maps/route/311/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=311,,
6700,TL,312,112 Street,,3,https://translink.ca/schedules-and-maps/route/312/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=312,,
6701,TL,314,Surrey Central Station/Sunbury,,3,https://translink.ca/schedules-and-maps/route/314/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=314,,
6702,TL,316,116 Street,,3,https://translink.ca/schedules-and-maps/route/316/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=316,,
6703,TL,319,Scott Road,,3,https://translink.ca/schedules-and-maps/route/319/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=319,,
6704,TL,320,Langley/Fleetwood/Surrey Central Station,,3,https://translink.ca/schedules-and-maps/route/320/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=320,,
6705,TL,321,King George Blvd,,3,https://translink.ca/schedules-and-maps/route/321/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=321,,
6706,TL,323,128 Street,,3,https://translink.ca/schedules-and-maps/route/323/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=323,,
6707,TL,324,132 Street,,3,https://translink.ca/schedules-and-maps/route/324/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=324,,
6708,TL,325,140 Street,,3,https://translink.ca/schedules-and-maps/route/325/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=325,,
6709,TL,326,Guildford/Surrey Central Station,,3,https://translink.ca/schedules-and-maps/route/326/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=326,,
6710,TL,329,Surrey Central Station/Scottsdale,,3,https://translink.ca/schedules-and-maps/route/329/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=329,,
6712,TL,335,Newton Exchange/Surrey Central Station,,3,https://translink.ca/schedules-and-maps/route/335/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=335,,
6713,TL,340,Scottsdale/22nd St Station,,3,https://translink.ca/schedules-and-maps/route/340/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=340,,
6714,TL,345,152 Street,,3,https://translink.ca/schedules-and-maps/route/345/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=345,,
6715,TL,351,White Rock Centre/Bridgeport Station,,3,https://translink.ca/schedules-and-maps/route/351/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=351,,
6716,TL,352,White Rock Centre/Bridgeport Station,,3,https://translink.ca/schedules-and-maps/route/352/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=352,,
6717,TL,354,White Rock South/Bridgeport Station,,3,https://translink.ca/schedules-and-maps/route/354/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=354,,
6718,TL,391,116 Street,,3,https://translink.ca/schedules-and-maps/route/391/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=391,,
6719,TL,393,128 Street,,3,https://translink.ca/schedules-and-maps/route/393/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=393,,
6720,TL,394,White Rock Centre/King George Station,,3,https://translink.ca/schedules-and-maps/route/394/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=394,,
6721,TL,395,Langley Centre/King George Station,,3,https://translink.ca/schedules-and-maps/route/395/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=395,,
6722,TL,401,Brighouse Station/One Road,,3,https://translink.ca/schedules-and-maps/route/401/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=401,,
6723,TL,402,Brighouse Station/Two Road,,3,https://translink.ca/schedules-and-maps/route/402/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=402,,
6724,TL,403,Bridgeport Station/Three Road,,3,https://translink.ca/schedules-and-maps/route/403/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=403,,
6725,TL,404,Brighouse Station/Four Road,,3,https://translink.ca/schedules-and-maps/route/404/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=404,,
6726,TL,405,Five Road/Cambie,,3,https://translink.ca/schedules-and-maps/route/405/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=405,,
6727,TL,407,Gilbert/Bridgeport,,3,https://translink.ca/schedules-and-maps/route/407/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=407,,
6728,TL,410,Brighouse Station/22nd St Station,,3,https://translink.ca/schedules-and-maps/route/410/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=410,,
6730,TL,430,Metrotown Station/Brighouse Station,,3,https://translink.ca/schedules-and-maps/route/430/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=430,,
6737,TL,501,Langley Centre/Surrey Central Station,,3,https://translink.ca/schedules-and-maps/route/501/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=501,,
6738,TL,502,Fraser Hwy,,3,https://translink.ca/schedules-and-maps/route/502/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=502,,
6739,TL,509,Walnut Grove/Surrey Central Station,,3,https://translink.ca/schedules-and-maps/route/509/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=509,,
6741,TL,601,Bridgeport Station/South Delta,,3,https://translink.ca/schedules-and-maps/route/601/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=601,,
6742,TL,602,Bridgeport Station/Tsawwassen Heights,,3,https://translink.ca/schedules-and-maps/route/602/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=602,,
6743,TL,603,Bridgeport Station/Beach Grove,,3,https://translink.ca/schedules-and-maps/route/603/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=603,,
6744,TL,604,Bridgeport Station/English Bluff,,3,https://translink.ca/schedules-and-maps/route/604/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=604,,
6745,TL,606,Ladner Ring,,3,https://translink.ca/schedules-and-maps/route/606/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=606,,
6746,TL,608,Ladner Ring,,3,https://translink.ca/schedules-and-maps/route/608/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=608,,
6747,TL,620,Tsawwassen Ferry/Bridgeport Station Exp,,3,https://translink.ca/schedules-and-maps/route/620/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=620,,
6748,TL,640,River Road,,3,https://translink.ca/schedules-and-maps/route/640/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=640,,
6749,TL,701,Coquitlam Central Station/Haney Place/Maple Ridge E,,3,https://translink.ca/schedules-and-maps/route/701/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=701,,
6754,TL,855,Elgin Park School Special,,3,https://translink.ca/schedules-and-maps/route/855/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=855,,
6761,TL,880,Windsor School Special,,3,https://translink.ca/schedules-and-maps/route/880/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=880,,
6762,TL,881,Carson Graham School Special,,3,https://translink.ca/schedules-and-maps/route/881/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=881,,
6770,TL,WCE,West Coast Express,,2,https://translink.ca/schedules-and-maps/line/west-coast-express/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_line&utm_term=west-coast-express,87189d,FFFFFF
6771,TL,,SeaBus,,4,https://translink.ca/schedules-and-maps/line/seabus/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_line&utm_term=seabus,746661,FFFFFF
6776,TL,131,Hastings @ Gilmore/Kootenay Loop,,3,https://translink.ca/schedules-and-maps/route/131/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=131,,
6777,TL,280,Bluewater/Snug Cove,,3,https://translink.ca/schedules-and-maps/route/280/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=280,,
6778,TL,281,Eagle Cliff/Snug Cove,,3,https://translink.ca/schedules-and-maps/route/281/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=281,,
6779,TL,262,Lions Bay/Caulfeild,,3,https://translink.ca/schedules-and-maps/route/262/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=262,,
6780,TL,215,Indian River/Phibbs Exchange,,3,https://translink.ca/schedules-and-maps/route/215/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=215,,
6790,TL,103,New West Station/Quayside,,3,https://translink.ca/schedules-and-maps/route/103/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=103,,
6796,TL,105,New West Station/Uptown,,3,https://translink.ca/schedules-and-maps/route/105/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=105,,
6799,TL,743,Haney Place/Meadowtown,,3,https://translink.ca/schedules-and-maps/route/743/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=743,,
6800,TL,744,Haney Place/Meadowtown,,3,https://translink.ca/schedules-and-maps/route/744/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=744,,
6804,TL,748,Thornhill/Haney Place,,3,https://translink.ca/schedules-and-maps/route/748/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=748,,
6805,TL,749,Ruskin/Haney Place,,3,https://translink.ca/schedules-and-maps/route/749/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=749,,
6806,TL,148,Royal Oak Station/Edmonds Station,,3,https://translink.ca/schedules-and-maps/route/148/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=148,,
6811,TL,146,Metrotown Station/Suncrest,,3,https://translink.ca/schedules-and-maps/route/146/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=146,,
6814,TL,562,Langley Centre/Walnut Grove,,3,https://translink.ca/schedules-and-maps/route/562/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=562,,
6815,TL,563,Langley Centre/Fernridge,,3,https://translink.ca/schedules-and-maps/route/563/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=563,,
6816,TL,564,Langley Centre/Willowbrook,,3,https://translink.ca/schedules-and-maps/route/564/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=564,,
6817,TL,147,Metrotown Station/Edmonds Station,,3,https://translink.ca/schedules-and-maps/route/147/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=147,,
6818,TL,371,Surrey Central Station/Scott Rd Station,,3,https://translink.ca/schedules-and-maps/route/371/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=371,,
6819,TL,373,Guildford/Surrey Central Station,,3,https://translink.ca/schedules-and-maps/route/373/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=373,,
6821,TL,322,Newton Exchange/Scottsdale,,3,https://translink.ca/schedules-and-maps/route/322/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=322,,
6822,TL,310,Scottsdale/Ladner,,3,https://translink.ca/schedules-and-maps/route/310/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=310,,
6823,TL,616,Ladner South/Ladner Exchange,,3,https://translink.ca/schedules-and-maps/route/616/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=616,,
6825,TL,618,Ladner North/Ladner Exchange,,3,https://translink.ca/schedules-and-maps/route/618/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=618,,
6827,TL,412,Bridgeport Station/Sea Island South,,3,https://translink.ca/schedules-and-maps/route/412/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=412,,
6828,TL,413,Riverport/Steveston,,3,https://translink.ca/schedules-and-maps/route/413/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=413,,
6829,TL,416,East Cambie/Brighouse Station,,3,https://translink.ca/schedules-and-maps/route/416/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=416,,
6830,TL,N10,Granville-YVR,,3,https://translink.ca/schedules-and-maps/route/N10/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N10,,
6831,TL,N15,Cambie,,3,https://translink.ca/schedules-and-maps/route/N15/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N15,,
6833,TL,N17,West Broadway,,3,https://translink.ca/schedules-and-maps/route/N17/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N17,,
6834,TL,N19,Kingsway,,3,https://translink.ca/schedules-and-maps/route/N19/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N19,,
6835,TL,N20,Victoria,,3,https://translink.ca/schedules-and-maps/route/N20/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N20,,
6836,TL,N22,Macdonald,,3,https://translink.ca/schedules-and-maps/route/N22/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N22,,
6837,TL,N24,Downtown/Lynn Valley,,3,https://translink.ca/schedules-and-maps/route/N24/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N24,,
6838,TL,N35,Hastings St,,3,https://translink.ca/schedules-and-maps/route/N35/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N35,,
6840,TL,N8,Fraser,,3,https://translink.ca/schedules-and-maps/route/N8/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N8,,
6841,TL,N9,Broadway-Lougheed,,3,https://translink.ca/schedules-and-maps/route/N9/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N9,,
6843,TL,614,English Bluff/South Delta Exchange,,3,https://translink.ca/schedules-and-maps/route/614/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=614,,
6844,TL,619,South Delta Exchange/Boundary Bay,,3,https://translink.ca/schedules-and-maps/route/619/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=619,,
7224,TL,791,Haney Place/Braid Station,,3,https://translink.ca/schedules-and-maps/route/791/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=791,,
7321,TL,375,152 Street,,3,https://translink.ca/schedules-and-maps/route/375/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=375,,
7322,TL,132,Capitol Hill/Hastings @ Gilmore,,3,https://translink.ca/schedules-and-maps/route/132/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=132,,
7509,TL,150,Coquitlam Central Station/White Pine Beach,,3,https://translink.ca/schedules-and-maps/route/150/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=150,,
8286,TL,370,Cloverdale/Willowbrook,,3,https://translink.ca/schedules-and-maps/route/370/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=370,,
8289,TL,865,Samuel Robertson School Special,,3,https://translink.ca/schedules-and-maps/route/865/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=865,,
8290,TL,341,Guildford/Newton Exchange,,3,https://translink.ca/schedules-and-maps/route/341/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=341,,
9745,TL,418,Kingswood/22nd St Station,,3,https://translink.ca/schedules-and-maps/route/418/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=418,,
HD,TL,HD,HandyDART,,715,https://www.translink.ca/rider-guide/transit-accessibility/handydart?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=transit_accessibility&utm_term=handydart,,
